timestamp,price
1732474869047,3332.045734859017
1732475150359,3325.974736620244
1732475446411,3325.7958788226
1732475724460,3316.283928802252
1732476042569,3320.3144194913502
1732476322011,3317.2720002634264
1732476658806,3321.031886431424
1732476937021,3322.4245421644187
1732477239856,3321.017420130322
1732477531745,3324.4887974058224
1732477845125,3326.7936744147546
1732478147115,3328.248473893118
1732478449116,3327.8832879818237
1732478766346,3330.2387142919524
1732479121991,3325.8201775726943
1732479355340,3332.5099603519748
1732479642413,3334.885046913037
1732479927902,3335.5305972686474
1732480249915,3343.8343482524288
1732480549336,3341.516150635223
1732480867217,3339.5157923530232
1732481152224,3341.022015007328
1732481526566,3338.317019131492
1732481757385,3338.7841876002094
1732482084913,3342.9356950398255
1732482374090,3340.8714617232013
1732482653820,3334.5650422552253
1732482931439,3334.8670419226496
1732483262497,3341.5542429801267
1732483549327,3338.3495551793585
1732483888674,3339.9723123861168
1732484163970,3341.7274058515836
1732484424976,3338.468834353513
1732484748962,3342.917492836533
1732485031114,3343.2085441638874
1732485328846,3344.4822650777746
1732485649077,3347.7160622175616
1732485948227,3348.8984109967696
1732486221687,3358.0245825221728
1732486543216,3358.4300903182434
1732486847467,3361.2128511709802
1732487141347,3366.8256270331144
1732487460226,3356.2875961172754
1732487755328,3346.592332867812
1732488031640,3354.6087653049126
1732488333920,3351.085174320739
1732488632015,3350.228590053585
1732488946854,3358.1270638230367
1732489258878,3363.5731001236313
1732489535739,3366.16871819021
1732489889496,3366.7516832854735
1732490160318,3363.18171311336
1732490419584,3365.147328015356
1732490762964,3360.6548341963094
1732491095281,3361.7044269519038
1732491383027,3363.9693443005845
1732491669756,3361.68366908366
1732491935746,3358.1387621264744
1732492264724,3366.673798653901
1732492549897,3368.7027619429946
1732492876545,3368.6323533732234
1732493788097,3355.17874643447
1732494067521,3363.8931439207727
1732494346840,3358.3188959371028
1732494651485,3355.870840203786
1732494951973,3355.9400396076603
1732495242986,3344.7599417810366
1732495532938,3352.77397168428
1732495862210,3359.6322658937042
1732496150996,3361.2145935766125
1732496427926,3356.6814277078765
1732496788715,3345.3764281445565
1732497039756,3342.0562174457123
1732497336235,3339.4593291056594
1732497669961,3325.4099358846934
1732497939836,3314.4336991438176
1732498252869,3317.1620392535183
1732498532338,3317.825295876003
1732499745563,3327.615553995057
1732501824203,3342.636721020433
1732502193653,3345.8523052288106
1732502530827,3346.2722648168246
1732502772887,3350.6116163204965
1732503054004,3347.637366802353
1732503347097,3343.935241467633
1732503659281,3339.9009549098737
1732503929743,3343.880610831676
1732504257394,3344.3385185684347
1732504547575,3348.488155306162
1732504895497,3358.881002386227
