timestamp,price
1732475122398,96374.14974274626
1732475441363,96354.10750829989
1732475727322,96214.75930636168
1732476041642,96387.86789496701
1732476358039,96224.85756406137
1732476653156,96276.94180158865
1732476933134,96351.45855254272
1732477245699,96320.65353389281
1732477538869,96401.86289965341
1732477839302,96421.91435089093
1732478143150,96401.57875017961
1732478487337,96367.24213752095
1732478768359,96384.51652785201
1732479120035,96341.4137878268
1732479350879,96411.1588687704
1732479645429,96415.64570628467
1732479936406,96465.73915049402
1732480248220,96775.34879817649
1732480523034,96795.73730724494
1732480865037,96770.49269575498
1732481158790,96826.35879819712
1732481523248,96789.21221594844
1732481725112,96820.62954146219
1732482082367,96877.18517187623
1732482378360,96846.36681720814
1732482648739,96685.7583368403
1732482931556,96657.10571413721
1732483259402,96813.3284075096
1732483545773,96706.03630713966
1732483891558,96788.0590470177
1732484151670,96826.931802124
1732484432368,96802.91879893107
1732484716694,96939.10949296759
1732485027443,96921.7426358232
1732485326287,96976.79336420643
1732485652451,97062.34842389132
1732485945035,97096.89702404664
1732486228758,97426.66624501474
1732486540084,97467.15066937263
1732486845188,97639.7654408904
1732487139219,97866.96230841812
1732487473361,97622.48396438955
1732487741823,97498.93620882045
1732488035850,97750.47761841881
1732488319821,97727.78720832334
1732488629772,97691.60698411339
1732488942689,97971.88839532725
1732489255881,98116.46662124686
1732489541775,98185.22555498003
1732489883320,98308.88110629396
1732490155020,98362.05031201807
1732490464862,98253.60943157047
1732490760470,98160.1965762002
1732491103195,98052.65313894187
1732491358370,97857.98624504157
1732491668315,97684.31156338163
1732491934057,97687.82053105254
1732492260641,97935.3582514899
1732492538287,98015.9355289458
1732492873247,98025.77577156796
1732493780721,97782.5593319532
1732494064869,97989.78659724092
1732494359602,97840.71216473373
1732494639289,97758.42140970119
1732494931215,97765.6160984246
1732495248715,97650.1386997102
1732495522455,97906.78551855622
1732495894924,98103.3469191172
1732496129404,98115.96575082694
1732496424690,97957.30958863487
1732496794660,97717.45280522417
1732497034309,97650.3625679482
1732497331923,97677.85707175959
1732497667592,97384.29072414887
1732497934581,97178.67893997351
1732498241368,97203.57080369929
1732498541576,97127.51478115817
1732499751656,97361.61156170508
1732501825584,97638.07819927948
1732502190611,97599.34707294447
1732502532241,97580.29329438946
1732502770601,97743.80734198916
1732503049862,97691.32419189875
1732503345752,97564.83382473025
1732503650522,97479.8498398085
1732503926033,97540.4200448884
1732504264210,97521.27020383927
1732504538694,97585.49073538659
1732504888631,97853.89156807946
1732505201180,97818.42655301634
1732505464986,97718.2857989958
1732505726232,97685.95200359843
1732506031038,97873.300475903
1732506321833,97835.08210874023
1732506652486,97934.27075589735
1732506950072,97884.72347460201
1732507256394,97960.57363783635
1732507559969,97976.86601422663
1732507848760,98050.51771697869
1732508197767,98056.65416630263
1732508451516,97853.94427433654
1732508742862,97823.48911151524
1732509049749,97767.86192213274
1732509376740,97862.73643481452
1732509658711,97882.43699143625
1732509959702,97882.12611277192
1732510240784,97688.95070431344
1732510582095,97804.00422397246
1732510867469,97936.55308901767
1732511165582,98074.0946833524
1732511452859,97965.92010387532
1732511734481,98053.57821681286
1732512069076,98118.36084342755
1732512362289,98312.30034291654
1732512654512,98256.19778038154
1732512937289,98327.92987965384
1732513273814,98133.11437042983
1732513580657,98221.83918068132
1732513894581,98141.60015616102
1732514124099,98170.02362176891
1732514922910,98275.64817037882
1732515029954,98341.69292713798
1732515382081,98414.56428080582
1732515657947,98456.8639937933
1732515971598,98426.04549542873
1732516264520,98338.80079873504
1732516523678,98299.17886424923
1732516852340,98351.24613561328
1732517141908,98340.39497314756
1732517428154,98166.0390798084
1732517718618,98190.61204025729
1732518047714,98186.0759936348
1732518332552,98276.37891075012
1732518724037,98313.14323064941
1732518954243,98338.5263272892
1732519240428,98279.41196254839
1732519552865,98101.06049475726
1732519825994,98191.89974739484
1732520163806,98111.08154102159
1732520609242,98000.46289259933
1732520776783,97924.29520556556
1732521040440,97925.76143078419
1732521365848,98157.75858645832
1732521653076,98148.04827209066
1732521966527,98094.82573459054
1732522252699,98311.55486377813
1732522543205,98328.77187226576
1732523019051,98299.54753281883
1732523150810,98320.70867997398
1732523464194,98355.80040164132
1732523754103,98219.43072140958
1732524054837,98288.36566486287
1732524343987,98306.47432205039
1732524658556,98337.34776205219
1732524949971,98356.2111074244
1732525289000,98327.49827299951
1732525546633,98376.20871947528
1732525885498,98659.65635086331
1732526138925,98664.19251281727
1732526429829,98850.74099399157
1732526737678,98882.4808688147
1732527070675,98783.26559368301
1732527359001,98718.7565227574
1732527639635,98702.5016478856
1732527946841,98735.62736192108
1732528237696,98635.85355206123
1732528560050,98585.23479562344
1732528835881,98567.62400727392
1732529143029,98567.22089541168
1732529446190,98721.52254174088
1732529753806,98617.5393216528
1732530029339,98548.73609091339
1732530335774,98293.457344511
1732530618700,98423.95883621184
1732530959993,98571.56393453882
1732531265355,98523.52461731693
1732531527014,98326.91055104035
1732531875496,98405.81301859605
1732532170024,98439.50073661921
1732532450446,98426.63911576832
1732532744848,98438.46441914864
1732533027915,98519.10798225815
1732533369954,98406.8985849502
1732533667533,98538.36310914469
1732533962549,98598.14065439653
1732534266398,98569.08324726499
1732534586481,98452.3518738356
1732534829558,98430.45069869843
1732535168079,98134.23669575702
1732535475184,98222.32919157103
1732535728608,98259.3124998232
1732536083620,98295.49273173447
1732536351798,98328.57799321534
1732536633997,98228.50822336145
1732536945967,98143.74757921179
1732537220314,98111.67616721253
1732537569794,98056.51138078135
1732537871007,98098.0146443241
1732538132571,98078.77805730465
1732538461432,98091.6258609216
1732538774324,97980.12533042389
1732539051749,97975.1271991866
1732539367458,98058.25084852874
1732539678863,97991.04645320358
1732539945112,97851.54432596161
1732540249812,97518.43794345444
1732540534949,97540.86969775405
1732540852928,97317.13929467145
1732541155810,97465.12437198719
1732541431927,97564.851220023
1732541759532,97549.63902145697
1732542056610,97709.21362417922
1732542376718,97866.03311849436
1732542649208,97676.44963045296
1732542953981,97764.11428941815
1732543292196,97533.18133014187
1732543572886,97602.16319605632
1732543901457,97609.67708694986
1732544133473,97609.59693010099
1732544476397,97446.85999380429
1732544726770,97255.07976389989
1732545072765,97276.28880109634
1732545351379,97064.32502471285
1732545654074,97066.10620762558
1732545925188,96566.32691307752
1732546266579,96133.43125139628
1732546566623,95986.86737275744
1732546871887,95642.73290560892
1732547143669,95478.33492709817
1732547503607,94997.23837022923
1732547734518,94824.12203823468
1732548079112,95445.28737568308
1732548348335,95469.21887293195
1732548865880,95986.8395259245
